"","site_id","parameter","z_score","p_value","L95","U95","Sensslope"
"130","nhdhr_{B1F23A35-99B2-4C78-BC77-744EA6D56AE6}","df2$mean_surf_aug",-0.0216747786660797,0.982707382754605,-0.0375833818391706,0.0274539009643085,-0.000523182497390176
"131","nhdhr_{B312DDC5-F428-4AC6-BDEF-35CA2A54494D}","df2$mean_surf_aug",0.260097343992957,0.794788686628458,-0.0272331726758543,0.0360194119872146,0.00270284806044193
"132","nhdhr_{b321179b-4874-4193-bdfc-f850ec12a35f}","df2$mean_surf_aug",0.325121679991196,0.745088981270939,-0.0208592823568767,0.0418670643964205,0.0059575635947349
"133","nhdhr_{B4D113D0-A6FC-4530-BB18-24E9DCC33B7C}","df2$mean_surf_aug",0.78029203197887,0.435219001789256,-0.0204021023905803,0.0449114931080154,0.0147926877050251
"134","nhdhr_{B5AAC6E6-9ED3-413C-B1D8-9094367B2EEC}","df2$mean_surf_aug",0.260097343992957,0.794788686628458,-0.0260693076376475,0.0389981032129316,0.0042700359810405
"135","nhdhr_{B663A73F-BDA4-4D25-9663-AE5D52F83EFF}","df2$mean_surf_aug",0.563544245318073,0.573064340385718,-0.0220871691396546,0.0447963741876388,0.00924004346468899
"136","nhdhr_{B6948BB0-CB6E-4696-AA12-D5533495FBB3}","df2$mean_surf_aug",-0.260097343992957,0.794788686628458,-0.0440357615049213,0.0369447070123178,-0.00413598218130285
"137","nhdhr_{B7368FB9-71DA-4D12-9608-480A7FCC8CF3}","df2$mean_surf_aug",2.21082742394013,0.0270477899957945,0.00536369198762503,0.0698529818613661,0.0377127283741973
"138","nhdhr_{B7CF9476-6BCA-4FC6-B5EF-DFEDEAB89063}","df2$mean_surf_aug",0.628568581316312,0.529631534826778,-0.0239118018084703,0.0450291028695856,0.0114191292054261
"139","nhdhr_{B7F0A5A6-E9E7-4662-92B2-BF213468D133}","df2$mean_surf_aug",1.23546238396654,0.216658467711529,-0.00964634555640104,0.0516919859059782,0.0199276792565762
"140","nhdhr_{BC601A40-99F5-45DE-AF84-5FBB2AABE906}","df2$mean_surf_aug",1.30048671996478,0.193434204912068,-0.0113402631927806,0.0541907270338523,0.0219626881100079
"141","nhdhr_{BDD21822-47F6-436E-A2C4-9F4116A8B45C}","df2$mean_surf_aug",0.195073007994717,0.845335793129727,-0.0338649018913311,0.0343127868863426,0.0031365428399168
"142","nhdhr_{bf8c1694-e2ed-4719-8b46-864da7ee6238}","df2$mean_surf_aug",0.433495573321594,0.664654781308215,-0.025508826265851,0.0333131565074683,0.00583347345663796
"143","nhdhr_{bf931c9f-63a2-425e-82af-0b8d75fd9b25}","df2$mean_surf_aug",0.281772122659036,0.778118248050651,-0.0224537787089471,0.040848191146472,0.00568383627463691
"144","nhdhr_{C022631F-1BEE-47F7-8342-F1C4591E5577}","df2$mean_surf_aug",0.932015482641428,0.35132852409266,-0.0174941264099097,0.0498439294841063,0.0158841533327115
"145","nhdhr_{C0EF366E-378D-408F-A925-9EFF4BD4F034}","df2$mean_surf_aug",0.671918138648471,0.501635812274578,-0.0243768782821751,0.0380040764061197,0.00959089331566954
